"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
66,"1","2026-02-23T14:31:55.732032Z",16,"[{""start"":14,""end"":18,""text"":""pin "",""labels"":[""PROUCT_TYPE""]},{""start"":18,""end"":41,""text"":""sạc dự_phòng 20.000 mAh"",""labels"":[""PROUCT_NAME""]},{""start"":158,""end"":165,""text"":""220000 "",""labels"":[""PRICE""]},{""start"":141,""end"":153,""text"":""Tân_Bình HCM"",""labels"":[""LOCATION""]}]",24.076,"mình thanh_lý pin sạc dự_phòng 20.000 mAh ạ , sạc nhanh ổn , còn giữ pin tốt , sạc điện_thoại 3-4 lần thoải_mái , cổng sạc không lỏng . gdtt Tân_Bình HCM giá 220000 ngoại_hình có xước dăm nhẹ do bỏ_túi nhưng dùng ngon .","2026-02-23T14:31:55.732089Z"
67,"1","2026-02-23T14:32:21.552799Z",17,"[{""start"":10,""end"":28,""text"":""bàn_phím bluetooth"",""labels"":[""PROUCT_NAME""]},{""start"":124,""end"":130,""text"":""220000"",""labels"":[""PRICE""]},{""start"":90,""end"":94,""text"":""Huế "",""labels"":[""LOCATION""]},{""start"":10,""end"":18,""text"":""bàn_phím"",""labels"":[""PROUCT_TYPE""]}]",41.515,"mình pass bàn_phím bluetooth cho ipad / phone ạ , gõ êm , kết_nối nhanh , pin trâu . gdtt Huế phù_hợp học bài gõ note . giá 220000","2026-02-23T15:06:29.407468Z"
68,"1","2026-02-23T14:33:39.375973Z",18,"[{""start"":9,""end"":15,""text"":""máy_in"",""labels"":[""PROUCT_TYPE""]},{""start"":9,""end"":29,""text"":""máy_in tem nhăn mini"",""labels"":[""PROUCT_NAME""]},{""start"":84,""end"":91,""text"":""350000 "",""labels"":[""PRICE""]},{""start"":143,""end"":151,""text"":""Hưng_Yên"",""labels"":[""LOCATION""]}]",70.527,"mình bán máy_in tem nhăn mini ạ , in nhãn dán gọn_gàng , dùng app dễ , pin ổn . giá 350000 ai bán hàng online cần dán lọ / hộp rất tiện . gdtt Hưng_Yên","2026-02-23T14:33:39.375995Z"
69,"1","2026-02-23T14:34:53.519278Z",19,"[{""start"":7,""end"":24,""text"":""Samsung A52 8\/128"",""labels"":[""PROUCT_NAME""]},{""start"":119,""end"":126,""text"":""2800000"",""labels"":[""PRICE""]},{""start"":78,""end"":86,""text"":""Đà_Nẵng "",""labels"":[""LOCATION""]}]",71.689,"em bán Samsung A52 8/128 ạ , màn đẹp , loa to , chụp ảnh ok , pin trâu . gdtt Đà_Nẵng máy dùng ổn_định không lỗi . giá 2800000","2026-02-23T14:34:53.519304Z"
70,"1","2026-02-23T14:56:43.254586Z",20,"[{""start"":20,""end"":27,""text"":""máy_in "",""labels"":[""PROUCT_TYPE""]},{""start"":31,""end"":42,""text"":""Canon G1010"",""labels"":[""PROUCT_NAME""]},{""start"":182,""end"":190,""text"":""1700000 "",""labels"":[""PRICE""]},{""start"":158,""end"":177,""text"":""Hai_Bà_Trưng Hà_Nội"",""labels"":[""LOCATION""]}]",1289.529,"mình cần pass combo máy_in màu Canon G1010 ạ , máy_in ra nét , phun màu đều không sọc , in ảnh / tài_liệu học_tập ok , đầu phun còn sạch vì mình in_ít . gdtt Hai_Bà_Trưng Hà_Nội giá 1700000 mực còn tầm 40-50% mỗi màu , có dây nguồn + dây_cáp đầy_đủ , ai qua test in thử thoải_mái rồi lấy .","2026-02-23T14:56:43.254628Z"
71,"1","2026-02-23T14:57:01.714629Z",21,"[{""start"":9,""end"":21,""text"":""két sắt mini"",""labels"":[""PROUCT_NAME""]},{""start"":51,""end"":58,""text"":""650000 "",""labels"":[""PRICE""]},{""start"":110,""end"":118,""text"":""Nam_Định"",""labels"":[""LOCATION""]}]",15.953,"mình bán két sắt mini ạ , ngoại_hình còn đẹp . giá 650000 khoá_số + khoá chìa , để giấy_tờ tiền_bạc ok . gdtt Nam_Định","2026-02-23T14:57:01.714666Z"
72,"1","2026-02-23T14:57:23.624745Z",22,"[{""start"":10,""end"":24,""text"":""iPhone 11 64gb"",""labels"":[""PROUCT_NAME""]},{""start"":115,""end"":123,""text"":""5000000 "",""labels"":[""PRICE""]},{""start"":102,""end"":111,""text"":""Tân_Bình "",""labels"":[""LOCATION""]}]",18.224,"mình pass iPhone 11 64gb ạ , pin 82 , máy zin , face id ok , cam chụp bình_thường , loa mic ok . gdtt Tân_Bình giá 5000000 vỏ xước dăm nhẹ theo thời_gian , không lỗi ẩn .","2026-02-23T14:57:23.624784Z"
73,"1","2026-02-23T14:57:49.936091Z",23,"[{""start"":12,""end"":21,""text"":""màn_hình "",""labels"":[""PROUCT_TYPE""]},{""start"":21,""end"":38,""text"":""máy_tính 24in IPS"",""labels"":[""PROUCT_NAME""]},{""start"":112,""end"":120,""text"":""1350000 "",""labels"":[""PRICE""]},{""start"":206,""end"":212,""text"":""Bà_Rịa"",""labels"":[""LOCATION""]}]",22.961,"mình dư cái màn_hình máy_tính 24in IPS ạ , hình đẹp , không điểm chết , không sọc , viền có xước nhẹ thôi . giá 1350000 cắm làm học / đồ_hoạ nhẹ / office ok . kèm dây nguồn + dây tín_hiệu ( nếu có ) . gdtt Bà_Rịa","2026-02-23T14:57:49.936133Z"
74,"1","2026-02-23T14:58:12.604331Z",24,"[{""start"":7,""end"":18,""text"":""điện_thoại "",""labels"":[""PROUCT_TYPE""]},{""start"":18,""end"":31,""text"":""Redmi_Note 11"",""labels"":[""PROUCT_NAME""]},{""start"":102,""end"":110,""text"":""1950000 "",""labels"":[""PRICE""]},{""start"":157,""end"":164,""text"":""Cẩm_Phả"",""labels"":[""LOCATION""]}]",20.632,"em bán điện_thoại Redmi_Note 11 ạ , full chức_năng , pin trâu , màn đẹp , loa to , sóng wifi ổn . giá 1950000 vỏ còn tầm 95% , có ốp dùng nên khá giữ . gdtt Cẩm_Phả","2026-02-23T14:58:12.604375Z"
75,"1","2026-02-23T14:58:35.512183Z",25,"[{""start"":14,""end"":34,""text"":""iPad gen 7 32gb wifi"",""labels"":[""PROUCT_NAME""]},{""start"":105,""end"":113,""text"":""3200000 "",""labels"":[""PRICE""]},{""start"":89,""end"":100,""text"":""Thủ_Đức HCM"",""labels"":[""LOCATION""]}]",20.542,"chị mình pass iPad gen 7 32gb wifi ạ , màn đẹp , cảm_ứng mượt , pin ok học online . gdtt Thủ_Đức HCM giá 3200000 máy sạch , reset sẵn .","2026-02-23T14:58:35.512223Z"
76,"1","2026-02-23T14:58:54.605555Z",26,"[{""start"":14,""end"":26,""text"":""máy đếm tiền"",""labels"":[""PROUCT_NAME""]},{""start"":115,""end"":122,""text"":""950000 "",""labels"":[""PRICE""]},{""start"":100,""end"":110,""text"":""Quận 5 HCM"",""labels"":[""LOCATION""]}]",15.791,"anh mình pass máy đếm tiền cũ ạ , đếm vẫn chuẩn , không kẹt nhiều , vệ_sinh lại là chạy ngon . gdtt Quận 5 HCM giá 950000 phù_hợp cửa_hàng nhỏ .","2026-02-23T14:58:54.605596Z"
77,"1","2026-02-23T15:00:01.420612Z",27,"[{""start"":14,""end"":22,""text"":""dán nhãn"",""labels"":[""PROUCT_TYPE""]},{""start"":33,""end"":44,""text"":""label maker"",""labels"":[""PROUCT_NAME""]},{""start"":140,""end"":147,""text"":""190000 "",""labels"":[""PRICE""]},{""start"":203,""end"":217,""text"":""Ba_Đình Hà_Nội"",""labels"":[""LOCATION""]}]",27.174,"mình pass máy dán nhãn cam tay ( label maker ) cơ ạ , bấm chữ rõ , dán hộp đồ / khay gia_vị / đồ học_tập rất gọn , dùng không cần pin . giá 190000 máy hoạt_động tốt , kèm 1 cuộn nhãn đang dùng dở . gdtt Ba_Đình Hà_Nội","2026-02-23T15:00:01.420726Z"
78,"1","2026-02-23T15:00:28.852001Z",28,"[{""start"":18,""end"":37,""text"":""kính cường_lực + ốp"",""labels"":[""PROUCT_NAME""]},{""start"":38,""end"":49,""text"":""điện_thoại "",""labels"":[""PROUCT_TYPE""]},{""start"":171,""end"":176,""text"":""70000"",""labels"":[""PRICE""]},{""start"":155,""end"":166,""text"":""Quận 10 HCM"",""labels"":[""LOCATION""]}]",24.687,"chị mình thanh_lý kính cường_lực + ốp điện_thoại ( combo ) ạ , ốp dày chống sốc , kính còn mới chưa bóc hoặc bóc ít , ai cần mua lắp luôn tiết_kiệm . gdtt Quận 10 HCM giá 70000","2026-02-23T15:00:28.852036Z"
79,"1","2026-02-23T15:01:05.766455Z",29,"[{""start"":4,""end"":12,""text"":""2300000 "",""labels"":[""PRICE""]},{""start"":24,""end"":50,""text"":""Xiaomi_Redmi_Note 12 6\/128"",""labels"":[""PROUCT_NAME""]},{""start"":118,""end"":128,""text"":""Quận 7 HCM"",""labels"":[""LOCATION""]}]",26.9,"giá 2300000 em thanh_lý Xiaomi_Redmi_Note 12 6/128 ạ , full chức_năng , màn sáng đẹp , pin khoẻ , sạc nhanh ok . gdtt Quận 7 HCM","2026-02-23T15:01:05.766489Z"
80,"1","2026-02-23T15:01:45.204840Z",30,"[{""start"":44,""end"":56,""text"":""máy lọc nước"",""labels"":[""PROUCT_NAME""]},{""start"":26,""end"":34,""text"":""1600000 "",""labels"":[""PRICE""]},{""start"":5,""end"":21,""text"":""Thanh_Trì Hà_Nội"",""labels"":[""LOCATION""]}]",35.63,"gdtt Thanh_Trì Hà_Nội giá 1600000 mình pass máy lọc nước để gầm bếp Karofi , dùng 8 tháng ạ , nước ra trong , bơm chạy êm , không kêu to , có bình áp đầy_đủ . lõi mới thay được 1 tháng nên còn ngon , ai mua về cắm dùng luôn .","2026-02-23T15:01:45.204864Z"
81,"1","2026-02-23T15:02:11.306795Z",31,"[{""start"":9,""end"":15,""text"":""chuột "",""labels"":[""PROUCT_TYPE""]},{""start"":15,""end"":33,""text"":""không dây Logitech"",""labels"":[""PROUCT_NAME""]},{""start"":111,""end"":117,""text"":""180000"",""labels"":[""PRICE""]},{""start"":90,""end"":106,""text"":""Hà_Nội Hoàn_Kiếm"",""labels"":[""LOCATION""]}]",49.815,"mình bán chuột không dây Logitech ạ , click êm , pin dùng lâu , không double click . gdtt Hà_Nội Hoàn_Kiếm giá 180000","2026-02-23T15:46:06.596836Z"
82,"1","2026-02-23T15:02:42.879035Z",32,"[{""start"":31,""end"":39,""text"":""điều_hoà"",""labels"":[""PROUCT_TYPE""]},{""start"":39,""end"":50,""text"":"" Daikin 1HP"",""labels"":[""PROUCT_NAME""]},{""start"":117,""end"":125,""text"":""3200000 "",""labels"":[""PRICE""]},{""start"":5,""end"":22,""text"":""Thanh_Xuân Hà_Nội"",""labels"":[""LOCATION""]}]",28.495,"gdtt Thanh_Xuân Hà_Nội cần bán điều_hoà Daikin 1HP ạ , vừa vệ_sinh sạch , lạnh nhanh , quạt_gió mạnh , chạy êm . giá 3200000 , tháo_lắp tự lo ạ , gas còn , remote đầy_đủ , không chảy nước . phù_hợp phòng tầm 12-15200000 .","2026-02-23T15:02:42.879081Z"
83,"1","2026-02-23T15:03:30.289774Z",33,"[{""start"":17,""end"":24,""text"":""adapter"",""labels"":[""PROUCT_TYPE""]},{""start"":32,""end"":45,""text"":""HDMI sang VGA"",""labels"":[""PROUCT_NAME""]},{""start"":4,""end"":10,""text"":""70000 "",""labels"":[""PRICE""]},{""start"":111,""end"":122,""text"":""Thái_Nguyên"",""labels"":[""LOCATION""]}]",42.902,"giá 70000 em bán adapter chuyển HDMI sang VGA ạ , dùng cho máy_chiếu / monitor cũ ok , có dây audio kèm . gdtt Thái_Nguyên","2026-02-23T15:03:30.289800Z"
84,"1","2026-02-23T15:04:03.002833Z",34,"[{""start"":81,""end"":90,""text"":""Xiaomi 3C"",""labels"":[""PROUCT_NAME""]},{""start"":34,""end"":42,""text"":""1800000 "",""labels"":[""PRICE""]},{""start"":47,""end"":58,""text"":""Bình_Thạnh "",""labels"":[""LOCATION""]},{""start"":63,""end"":81,""text"":""máy lọc không_khí "",""labels"":[""PROUCT_TYPE""]}]",56.148,"mình đổi sang bản to hơn nên pass 1800000 gdtt Bình_Thạnh pass máy lọc không_khí Xiaomi 3C ạ , lọc còn khoảng 70% , dùng app bình_thường , cảm_biến hoạt_động ổn , phòng tầm 20200000 chạy ngon . máy chạy êm , không kêu khó_chịu , có chế_độ auto và ngủ .","2026-02-23T15:08:57.441619Z"
85,"1","2026-02-23T15:04:27.892954Z",35,"[{""start"":39,""end"":47,""text"":""đèn_pin "",""labels"":[""PROUCT_TYPE""]},{""start"":39,""end"":54,""text"":""đèn_pin đội đầu"",""labels"":[""PROUCT_NAME""]},{""start"":19,""end"":25,""text"":""90000 "",""labels"":[""PRICE""]},{""start"":5,""end"":15,""text"":""Quảng_Trị "",""labels"":[""LOCATION""]}]",22.61,"gdtt Quảng_Trị giá 90000 mình thanh_lý đèn_pin đội đầu ạ , sáng mạnh , có 3 chế_độ , sạc type-c tiện , đội đi_đêm / đi câu cá rất hợp . dây đeo còn đàn_hồi , không giãn , dùng ổn .","2026-02-23T15:04:27.892990Z"
86,"1","2026-02-23T15:09:34.593052Z",36,"[{""start"":25,""end"":41,""text"":""máy_sấy chén bát"",""labels"":[""PROUCT_TYPE""]},{""start"":44,""end"":53,""text"":""tủ úp sấy"",""labels"":[""PROUCT_NAME""]},{""start"":4,""end"":11,""text"":""680000 "",""labels"":[""PRICE""]},{""start"":120,""end"":130,""text"":""Quận 8 HCM"",""labels"":[""LOCATION""]}]",28.061,"giá 680000 chị mình pass máy_sấy chén bát ( tủ úp sấy ) ạ , sấy khô nhanh , đèn UV hoạt_động , phù_hợp nhà có bé . gdtt Quận 8 HCM máy chạy ok .","2026-02-23T15:09:34.593079Z"
87,"1","2026-02-23T15:10:00.209725Z",37,"[{""start"":9,""end"":16,""text"":""router "",""labels"":[""PROUCT_TYPE""]},{""start"":21,""end"":32,""text"":""TPlink AX10"",""labels"":[""PROUCT_NAME""]},{""start"":120,""end"":127,""text"":""480000 "",""labels"":[""PRICE""]},{""start"":181,""end"":189,""text"":""Bắc_Ninh"",""labels"":[""LOCATION""]}]",23.433,"thanh_lý router wifi TPlink AX10 ạ , bắt sóng mạnh , chạy ổn_định , phù_hợp nhà nhiều thiết_bị , đã reset sạch_sẽ . giá 480000 kèm nguồn đầy_đủ , ai qua test mạng ok rồi lấy . gdtt Bắc_Ninh","2026-02-23T15:10:00.209760Z"
88,"1","2026-02-23T15:10:57.458532Z",38,"[{""start"":25,""end"":34,""text"":""điều_hoà "",""labels"":[""PROUCT_TYPE""]},{""start"":20,""end"":42,""text"":""quạt điều_hoà Sunhouse"",""labels"":[""PROUCT_NAME""]},{""start"":4,""end"":11,""text"":""390000 "",""labels"":[""PRICE""]},{""start"":199,""end"":210,""text"":""Thủ_Dầu_Một"",""labels"":[""LOCATION""]}]",28.87,"giá 390000 thanh_lý quạt điều_hoà Sunhouse ạ , có bánh_xe kéo đi dễ , thổi mát phòng nhỏ ổn , bơm nước hoạt_động bình_thường , không rò . thích_hợp mùa nóng , tiết_kiệm hơn bật điều_hoà liên_tục . ở Thủ_Dầu_Một , ai qua xem test ok rồi lấy","2026-02-23T15:10:57.458572Z"
89,"1","2026-02-23T15:11:37.295931Z",39,"[{""start"":4,""end"":7,""text"":""đo "",""labels"":[""PROUCT_TYPE""]},{""start"":7,""end"":23,""text"":""huyết_áp bắp_tay"",""labels"":[""PROUCT_NAME""]},{""start"":78,""end"":85,""text"":""320000 "",""labels"":[""PRICE""]},{""start"":159,""end"":177,""text"":""Vĩnh_Yên Vĩnh_Phúc"",""labels"":[""LOCATION""]}]",36.443,"máy đo huyết_áp bắp_tay ạ , đo ổn_định , màn hiển_thị rõ , còn túi đựng . giá 320000 dùng cho người lớn_tuổi rất tiện , pin / adapter ( nếu có ) đầy_đủ . gdtt Vĩnh_Yên Vĩnh_Phúc","2026-02-23T15:11:37.295957Z"
90,"1","2026-02-23T15:12:57.882725Z",40,"[{""start"":14,""end"":21,""text"":""kệ tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":14,""end"":32,""text"":"" kệ tivi gỗ 1600000"",""labels"":[""PROUCT_NAME""]},{""start"":97,""end"":104,""text"":""650000 "",""labels"":[""PRICE""]},{""start"":153,""end"":169,""text"":""Long_Biên Hà_Nội"",""labels"":[""LOCATION""]}]",73.142,"anh mình pass kệ tivi gỗ 1600000 ạ , chắc_chắn , để tivi + đồ trang_trí ok , không mối mọt . giá 650000 có trầy dăm nhẹ do dùng , không ảnh_hưởng . gdtt Long_Biên Hà_Nội","2026-02-23T15:12:57.882748Z"
91,"1","2026-02-23T15:23:41.559943Z",41,"[{""start"":34,""end"":42,""text"":""máy phát"",""labels"":[""PROUCT_TYPE""]},{""start"":34,""end"":50,""text"":""máy phát wifi 4G"",""labels"":[""PROUCT_NAME""]},{""start"":18,""end"":25,""text"":""390000 "",""labels"":[""PRICE""]},{""start"":5,""end"":14,""text"":""Đồng_Nai "",""labels"":[""LOCATION""]}]",639.367,"gdtt Đồng_Nai giá 390000 mình bán máy phát wifi 4G ạ , bắt sóng ổn , pin còn khoẻ , lắp sim dùng luôn . phù_hợp đi công_tác .","2026-02-23T15:23:41.559970Z"
92,"1","2026-02-23T15:29:09.382246Z",42,"[{""start"":27,""end"":36,""text"":""nóng lạnh"",""labels"":[""PROUCT_TYPE""]},{""start"":18,""end"":36,""text"":""cây_nước nóng lạnh"",""labels"":[""PROUCT_NAME""]},{""start"":129,""end"":137,""text"":""1200000 "",""labels"":[""PRICE""]},{""start"":115,""end"":125,""text"":""Nha_Trang "",""labels"":[""LOCATION""]}]",266.339,"chị mình thanh_lý cây_nước nóng lạnh ( loại úp bình ) ạ , lấy nước nhanh , nóng đủ pha mì / cafe , lạnh mát . gdtt Nha_Trang giá 1200000 máy chạy ổn , có khoá an_toàn .","2026-02-23T15:29:09.382274Z"
93,"1","2026-02-23T15:34:34.545472Z",43,"[{""start"":18,""end"":26,""text"":""máy_giặt"",""labels"":[""PROUCT_TYPE""]},{""start"":27,""end"":50,""text"":""Toshiba 7.5 kg cửa trên"",""labels"":[""PROUCT_NAME""]},{""start"":106,""end"":114,""text"":""1900000 "",""labels"":[""PRICE""]},{""start"":209,""end"":226,""text"":""Lê_Chân Hải_Phòng"",""labels"":[""LOCATION""]}]",308.584,"nhà mình thanh_lý máy_giặt Toshiba 7.5 kg cửa trên ạ , giặt vắt ổn , không kêu to , không rung mạnh . giá 1900000 có ống cấp / xả đầy_đủ . ngoại_hình cũ nhưng chạy ngon , phù_hợp nhà_trọ / nhà ít người . gdtt Lê_Chân Hải_Phòng","2026-02-23T15:34:34.545499Z"
