annotation_id,annotator,created_at,id,label,lead_time,text,updated_at
41,1,2026-02-23T14:23:56.788863Z,14,"[{""start"":30,""end"":36,""text"":""870000"",""labels"":[""PRICE""]},{""start"":153,""end"":160,""text"":""thủ_đức"",""labels"":[""LOCATION""]},{""start"":16,""end"":21,""text"":""9000i"",""labels"":[""PROUCT_NAME""]}]",33.267,"Em đăng bán lại 9000i giá mềm 870000 nhanh gọn fix cho ae qua lấy . Cước 4 đã thay full gen lining không lún hàn spa , tình_trạng như ảnh . Gdtt khu_vực thủ_đức .",2026-02-23T19:15:55.224511Z
42,1,2026-02-23T14:24:08.790774Z,15,"[{""start"":12,""end"":15,""text"":""vợt"",""labels"":[""PROUCT_TYPE""]},{""start"":15,""end"":29,""text"":"" 88d game 2021"",""labels"":[""PROUCT_NAME""]},{""start"":118,""end"":125,""text"":""1230000"",""labels"":[""PRICE""]},{""start"":0,""end"":3,""text"":""HCM"",""labels"":[""LOCATION""]}]",11.129,HCM cần bán vợt 88d game 2021 hàng sưu_tập ít dùng Tình_trạng 1 chấm keng cước eb 65 11kg Cần ra đi ạ . Giá mong_muốn 1230000,2026-02-23T14:24:08.790795Z
43,1,2026-02-23T14:24:27.655469Z,16,"[{""start"":5,""end"":8,""text"":""vợt"",""labels"":[""PROUCT_TYPE""]},{""start"":9,""end"":27,""text"":""cầu_lông 11 pro 4u"",""labels"":[""PROUCT_NAME""]},{""start"":37,""end"":44,""text"":""3300000"",""labels"":[""PRICE""]},{""start"":50,""end"":60,""text"":""hcm gò_vấp"",""labels"":[""LOCATION""]}]",17.829,Pass vợt cầu_lông 11 pro 4u cần pass 3300000 Gdtt hcm gò_vấp,2026-02-23T14:24:27.655485Z
44,1,2026-02-23T14:24:48.958298Z,17,"[{""start"":0,""end"":22,""text"":""Lining_Halbertec_Motor"",""labels"":[""PROUCT_NAME""]},{""start"":107,""end"":114,""text"":""1200000"",""labels"":[""PRICE""]},{""start"":150,""end"":161,""text"":""Hồ_Chí_Minh"",""labels"":[""LOCATION""]}]",20.428,"Lining_Halbertec_Motor ~ 97% Tình_trạng : xước nhẹ đầu tí_tẹo , vừa đan lại lưới mua về là đánh thui ạ Giá 1200000 ( ai dĩa huông thì fix thêm ) Gdtt_Hồ_Chí_Minh",2026-02-23T14:24:48.958318Z
45,1,2026-02-23T14:25:39.612191Z,18,"[{""start"":8,""end"":11,""text"":""vợt"",""labels"":[""PROUCT_TYPE""]},{""start"":12,""end"":27,""text"":""90000 metallic "",""labels"":[""PROUCT_NAME""]},{""start"":77,""end"":83,""text"":""820000"",""labels"":[""PRICE""]},{""start"":62,""end"":65,""text"":""HCM"",""labels"":[""LOCATION""]}]",13.919,"Em pass vợt 90000 metallic cước 1 10,5 kg giao_dịch trực_tiếp HCM cũ ạ . Giá 820000",2026-02-23T14:25:39.612208Z
46,1,2026-02-23T14:26:04.848603Z,19,"[{""start"":14,""end"":31,""text"":""đôi giày cầu_lông"",""labels"":[""PROUCT_TYPE""]},{""start"":32,""end"":50,""text"":""Lining_Saga_II_SE "",""labels"":[""PROUCT_NAME""]},{""start"":99,""end"":105,""text"":""200000"",""labels"":[""PRICE""]},{""start"":156,""end"":161,""text"":""TPHCM"",""labels"":[""LOCATION""]}]",17.482,"Mình cần pass đôi giày cầu_lông Lining_Saga_II_SE cũ tình_trạng như hình , size 44 ( 28 cm ) Giá : 200000 inbox FB hoặc sđt : 0933.190.140 ( Tri ) gdtt tại TPHCM",2026-02-23T14:26:04.848625Z
47,1,2026-02-23T14:27:40.533326Z,20,"[{""start"":9,""end"":17,""text"":""hbt 5000"",""labels"":[""PROUCT_NAME""]},{""start"":46,""end"":53,""text"":""1400000"",""labels"":[""PRICE""]},{""start"":66,""end"":73,""text"":""1350000"",""labels"":[""PRICE""]},{""start"":99,""end"":105,""text"":""Hà_Nội"",""labels"":[""LOCATION""]}]",94.842,Pass cây hbt 5000 này có 2 chấm nhỏ để lại mn 1400000 qua lấy còn 1350000 ko fix nữa mua ib . Gdtt Hà_Nội,2026-02-23T14:27:40.533344Z
48,1,2026-02-23T14:28:20.606337Z,21,"[{""start"":74,""end"":81,""text"":""1400000"",""labels"":[""PRICE""]},{""start"":159,""end"":169,""text"":""gò_vấp hcm"",""labels"":[""LOCATION""]},{""start"":24,""end"":48,""text"":""yonex lining 1.6000 D c1"",""labels"":[""PROUCT_NAME""]}]",45.184,pass hoặc giao_lưu dòng yonex lining 1.6000 D c1 4u5 NBG 98 11kg keng giá 1400000 fix cho ae nhanh gọn ưng hãy ib kỳ_kèo xin lướt qua ib xem ảnh chi_tiết gdtt gò_vấp hcm,2026-02-23T19:16:09.863717Z
49,1,2026-02-23T14:28:29.476196Z,22,"[{""start"":8,""end"":11,""text"":""vợt"",""labels"":[""PROUCT_TYPE""]},{""start"":12,""end"":16,""text"":""ax70"",""labels"":[""PROUCT_NAME""]},{""start"":37,""end"":44,""text"":""1500000"",""labels"":[""PRICE""]},{""start"":48,""end"":51,""text"":""hcm"",""labels"":[""LOCATION""]}]",8.071,cần bay vợt ax70 tình_trạng như trên 1500000 kv hcm,2026-02-23T14:28:29.476214Z
50,1,2026-02-23T14:28:50.171517Z,23,"[{""start"":23,""end"":37,""text"":""90000 metallic"",""labels"":[""PROUCT_NAME""]},{""start"":96,""end"":103,""text"":""2500000"",""labels"":[""PRICE""]},{""start"":120,""end"":123,""text"":""HCM"",""labels"":[""LOCATION""]}]",19.745,"Xin phép ad ! Cần pass 90000 metallic mã VN lô mới , tình_trạng keng 99% ko vết , giá công_khai 2500000 . Mình chỉ GDTT HCM , anh / em quan_tâm ib nha !",2026-02-23T14:28:50.171566Z
51,1,2026-02-23T14:29:12.919855Z,24,"[{""start"":8,""end"":11,""text"":""vợt"",""labels"":[""PROUCT_TYPE""]},{""start"":12,""end"":26,""text"":""Tj1000p cá xấu"",""labels"":[""PROUCT_NAME""]},{""start"":31,""end"":37,""text"":""600000"",""labels"":[""PRICE""]},{""start"":47,""end"":61,""text"":""Hồ_Chí_Minh Q8"",""labels"":[""LOCATION""]}]",21.843,Cần bay vợt Tj1000p cá xấu giá 600000 Cước 1 Ở Hồ_Chí_Minh Q8,2026-02-23T14:29:12.919872Z
52,1,2026-02-23T14:29:38.090049Z,25,"[{""start"":43,""end"":50,""text"":""Cây vợt"",""labels"":[""PROUCT_TYPE""]},{""start"":19,""end"":34,""text"":""IXE SHARP BLADE"",""labels"":[""PROUCT_NAME""]},{""start"":488,""end"":495,""text"":""2300000"",""labels"":[""PRICE""]},{""start"":503,""end"":510,""text"":""Cần_Thơ"",""labels"":[""LOCATION""]}]",24.113,"BÙNG_NỔ SỨC_MẠNH – IXE SHARP BLADE XANH LÁ Cây vợt “ cực chiến ” trong tầm giá dành cho anh_em thích đập cháy sân – thủ cực đầm tay ! , Thông_số nổi_bật : Trọng_lượng : 5U Độ cứng : Trung_bình – cân_bằng công / thủ . Chất_liệu : Carbon cao_cấp – bền , dẻo_dai . Cân_bằng : 300 mm ( Nặng đầu ) . Sức căng : 20-28 LBS ( 12.7 KG ) . Thiết_kế : Màu xanh lá thể_thao , hoạ_tiết sắc_bén như chính tên gọi Sharp_Blade –lựa chọn cực hời cho dân cầu_phong trào muốn nâng tầm trình_độ ! Giá ưu_đãi 2300000 . GDTT Cần_Thơ",2026-02-23T14:29:38.090067Z
53,1,2026-02-23T14:29:51.794983Z,26,"[{""start"":11,""end"":32,""text"":""Victor 90000 metallic"",""labels"":[""PROUCT_NAME""]},{""start"":130,""end"":137,""text"":""2300000"",""labels"":[""PRICE""]},{""start"":150,""end"":154,""text"":""Hnoi"",""labels"":[""LOCATION""]}]",12.554,"E cần pass Victor 90000 metallic , Cước 2 exbolt 65 vừa căng đánh dc 1 lần , Tình_trạng : bị 1 vết ở đầu ( như ảnh cuối ) , Ra đi 2300000 , Giao_dịch Hnoi ạ",2026-02-23T14:29:51.795001Z
54,1,2026-02-23T14:30:07.897434Z,27,"[{""start"":12,""end"":15,""text"":""vợt"",""labels"":[""PROUCT_TYPE""]},{""start"":16,""end"":27,""text"":""Nnf 800 pro"",""labels"":[""PROUCT_NAME""]},{""start"":51,""end"":58,""text"":""1500000"",""labels"":[""PRICE""]},{""start"":65,""end"":84,""text"":""Thanh_Xuân , Hà_Nội"",""labels"":[""LOCATION""]}]",14.947,"Em cần pass vợt Nnf 800 pro : đã hàn spa góc 2 h : 1500000 . E ở Thanh_Xuân , Hà_Nội ạ .",2026-02-23T14:30:07.897453Z
55,1,2026-02-23T14:30:23.597338Z,28,"[{""start"":5,""end"":17,""text"":""88d pro 2021"",""labels"":[""PROUCT_NAME""]},{""start"":53,""end"":60,""text"":""1500000"",""labels"":[""PRICE""]},{""start"":81,""end"":87,""text"":""Hà_Nội"",""labels"":[""LOCATION""]}]",11.969,Pass 88d pro 2021 hàn spa chỗ axtrox . GIÁ MONG_MUỐN 1500000 . Xem trực_tiếp tại Hà_Nội,2026-02-23T14:30:23.597355Z
56,1,2026-02-23T14:30:38.382874Z,29,"[{""start"":9,""end"":26,""text"":""đôi giày cầu_lông"",""labels"":[""PROUCT_TYPE""]},{""start"":27,""end"":38,""text"":""Yonex_AERUS"",""labels"":[""PROUCT_NAME""]},{""start"":103,""end"":110,""text"":""2300000"",""labels"":[""PRICE""]},{""start"":74,""end"":80,""text"":""Hà_Nội"",""labels"":[""LOCATION""]}]",13.767,Thanh_lý đôi giày cầu_lông Yonex_AERUS siêu nhẹ . Giao_dịch trực_tiếp tại Hà_Nội . Size 41 . Giá ra đi 2300000,2026-02-23T14:30:38.382891Z
57,1,2026-02-23T14:30:54.796600Z,30,"[{""start"":17,""end"":30,""text"":""Astrox99 Tour"",""labels"":[""PROUCT_NAME""]},{""start"":33,""end"":40,""text"":""2000000"",""labels"":[""PRICE""]},{""start"":185,""end"":188,""text"":""HCM"",""labels"":[""LOCATION""]}]",15.457,"Em muốn pass lại Astrox99 Tour ( 2000000 có fix , hoặc trade ) , tình_trạng thì hơi xước đầu xíu ạ . Em muốn người mua lại có_thể kiểm_tra trực_tiếp được nên em giao_dịch trong khu_vực HCM thôi ạ .",2026-02-23T14:30:54.796622Z
58,1,2026-02-23T14:31:07.466400Z,31,"[{""start"":10,""end"":22,""text"":""vợt cầu_lông"",""labels"":[""PROUCT_TYPE""]},{""start"":23,""end"":31,""text"":""hbt 7000"",""labels"":[""PROUCT_NAME""]},{""start"":56,""end"":63,""text"":""2200000"",""labels"":[""PRICE""]},{""start"":69,""end"":77,""text"":""biên_hoà"",""labels"":[""LOCATION""]}]",11.764,Mình pass vợt cầu_lông hbt 7000 98% c1 ex 63 11kg . Giá 2200000 gdtt biên_hoà,2026-02-23T14:31:07.466427Z
59,1,2026-02-23T14:31:28.957891Z,32,"[{""start"":41,""end"":44,""text"":""vợt"",""labels"":[""PROUCT_TYPE""]},{""start"":45,""end"":51,""text"":""Tec 7c"",""labels"":[""PROUCT_NAME""]},{""start"":102,""end"":139,""text"":""437\/4 Hương_Lộ 2 , Bình_Tân , TP. HCM"",""labels"":[""LOCATION""]},{""start"":68,""end"":71,""text"":""1mx"",""labels"":[""PRICE""]}]",20.625,"Trải_nghiệm xong cần pass lại hoặc trade vợt Tec 7c / 3u6 98% Giá : 1mx tặng gen 0789.198.439 ( Đức ) 437/4 Hương_Lộ 2 , Bình_Tân , TP. HCM",2026-02-23T14:31:28.957912Z
60,1,2026-02-23T14:31:49.220148Z,33,"[{""start"":5,""end"":18,""text"":""Ryuga metalic"",""labels"":[""PROUCT_NAME""]},{""start"":19,""end"":26,""text"":""2600000"",""labels"":[""PRICE""]},{""start"":27,""end"":30,""text"":""hcm"",""labels"":[""LOCATION""]}]",19.161,Pass_Ryuga metalic 2600000 hcm gdtt có fix . Dòng vợt 4u5,2026-02-23T14:31:49.220167Z
61,1,2026-02-23T14:32:03.503969Z,34,"[{""start"":23,""end"":38,""text"":""cascade drive 2"",""labels"":[""PROUCT_NAME""]},{""start"":55,""end"":62,""text"":""1600000"",""labels"":[""PRICE""]},{""start"":88,""end"":92,""text"":""hnoi"",""labels"":[""LOCATION""]},{""start"":9,""end"":22,""text"":""giày cầu_lông"",""labels"":[""PROUCT_TYPE""]}]",46.414,Pass đôi giày cầu_lông cascade drive 2 giống thầy thạo 1600000 99% ib thương_lượng gdtt hnoi,2026-02-23T19:21:17.067177Z
62,1,2026-02-23T14:32:20.704460Z,35,"[{""start"":13,""end"":42,""text"":""Victor ryuga 2 pro China open"",""labels"":[""PROUCT_NAME""]},{""start"":173,""end"":180,""text"":""2700000"",""labels"":[""PRICE""]},{""start"":188,""end"":191,""text"":""HCM"",""labels"":[""LOCATION""]}]",14.647,Cần ra đi em Victor ryuga 2 pro China open tình_trạng mới keng 99% cước 1 bị xước lông mèo nhẹ ở đầu . Khai xuân vừa pass vừa lì_xì ae năm mới nhanh gọn có fix mạnh . Giá : 2700000 gdtt ở HCM ko ship cod,2026-02-23T14:32:20.704478Z
63,1,2026-02-23T14:32:57.533100Z,36,"[{""start"":12,""end"":15,""text"":""vợt"",""labels"":[""PROUCT_TYPE""]},{""start"":40,""end"":65,""text"":""Yonex_Carbonex 13 sx 1999"",""labels"":[""PROUCT_NAME""]},{""start"":334,""end"":340,""text"":""990000"",""labels"":[""PRICE""]},{""start"":346,""end"":353,""text"":""Hà_Nội "",""labels"":[""LOCATION""]}]",35.672,"Cần bán cây vợt cổ Yonex nội_địa Nhật . Yonex_Carbonex 13 sx 1999 Thông_số : 3u ~ 85-89 g cán G4 vợt thân dẻo dễ chơi , mặt vợt cân_bằng công_thủ toàn_diện . cước 2 - bg 65 9kg khá mới Cây vợt được sản_xuất cho thị_trường nội_địa Nhật khoảng 15 năm nên chất_lượng rất tốt . Hơi xước hớt cầu nhưng không có vết va_chạm , nứt lún . Giá 990000 Gdtt Hà_Nội ship cod toàn_quốc",2026-02-23T14:32:57.533117Z
64,1,2026-02-23T14:33:12.498448Z,37,"[{""start"":23,""end"":26,""text"":""vợt"",""labels"":[""PROUCT_TYPE""]},{""start"":27,""end"":52,""text"":""Redson shape esg 4u stiff"",""labels"":[""PROUCT_NAME""]},{""start"":75,""end"":82,""text"":""3200000"",""labels"":[""PRICE""]},{""start"":116,""end"":121,""text"":""TpHCM"",""labels"":[""LOCATION""]}]",13.907,Thong_thả kiếm kèo đổi vợt Redson shape esg 4u stiff Tróc sơn như hình nhẹ 3200000 Cần trade các dòng cao . Xem vợt TpHCM,2026-02-23T14:33:12.498469Z
65,1,2026-02-23T14:33:30.240215Z,38,"[{""start"":8,""end"":17,""text"":""100zz krn"",""labels"":[""PROUCT_NAME""]},{""start"":85,""end"":88,""text"":""1mx"",""labels"":[""PRICE""]},{""start"":121,""end"":126,""text"":""TpHCM"",""labels"":[""LOCATION""]}]",16.958,Cần bán 100zz krn hàn 12h đang lưới mới 65ti đc vài trận đã thay full gen chống lúng 1mx thôi cả nhà ngon bổ rẻ Gdtt tại TpHCM,2026-02-23T14:33:30.240232Z
66,1,2026-02-23T14:33:45.269557Z,39,"[{""start"":5,""end"":8,""text"":""VỢT"",""labels"":[""PROUCT_TYPE""]},{""start"":9,""end"":19,""text"":""100VA TOUR"",""labels"":[""PROUCT_NAME""]},{""start"":157,""end"":164,""text"":""3100000"",""labels"":[""PRICE""]},{""start"":187,""end"":190,""text"":""HCM"",""labels"":[""LOCATION""]}]",13.645,"PASS VỢT 100VA TOUR 99% – CƯỚC Yonex_Exbolt 93 MỚI_TINH , Trình chưa đủ cân nên muốn đổi vợt khác ạ Tình_trạng : 99% , mới_tinh , không trầy_xước Giá pass : 3100000 ( full bao ) GDTT tại HCM Có ship COD ( cọc trước ) Anh_em cần thêm hình hoặc test vợt ib mình nhé",2026-02-23T14:33:45.269578Z
67,1,2026-02-23T14:33:59.073699Z,40,"[{""start"":0,""end"":12,""text"":""Vợt cầu_lông"",""labels"":[""PROUCT_TYPE""]},{""start"":13,""end"":25,""text"":""88D tour 4u5"",""labels"":[""PROUCT_NAME""]},{""start"":30,""end"":37,""text"":""2000000"",""labels"":[""PRICE""]},{""start"":64,""end"":73,""text"":""Tây_Hồ HN"",""labels"":[""LOCATION""]}]",11.067,Vợt cầu_lông 88D tour 4u5 99% 2000000 Cước bg80 11.5 Gdtt quanh Tây_Hồ HN,2026-02-23T14:33:59.073716Z
68,1,2026-02-23T14:34:12.991804Z,41,"[{""start"":0,""end"":12,""text"":""Vợt cầu_lông"",""labels"":[""PROUCT_TYPE""]},{""start"":13,""end"":33,""text"":""Astrox 100 game 4ug5"",""labels"":[""PROUCT_NAME""]},{""start"":38,""end"":45,""text"":""1400000"",""labels"":[""PRICE""]},{""start"":85,""end"":109,""text"":""phường bình đông ( q 8 )"",""labels"":[""LOCATION""]}]",13.149,"Vợt cầu_lông Astrox 100 game 4ug5 98% 1400000 Cước 1 exbolt 68 jp 11,3 kg Chỉ gdtt ở phường bình đông ( q 8 )",2026-02-23T14:34:12.991822Z
69,1,2026-02-23T14:34:33.145238Z,42,"[{""start"":0,""end"":3,""text"":""Vợt"",""labels"":[""PROUCT_TYPE""]},{""start"":4,""end"":20,""text"":""Victor ryuga cls"",""labels"":[""PROUCT_NAME""]},{""start"":26,""end"":32,""text"":""980000"",""labels"":[""PRICE""]},{""start"":97,""end"":107,""text"":""0969584538"",""labels"":[""LOCATION""]}]",19.156,Vợt_Victor ryuga cls sale 980000 nốt tới mùng 8 âm_lịch . Ac bồ_kết là phải chốt luôn nha . Zalo 0969584538,2026-02-23T14:34:33.145256Z
70,1,2026-02-23T14:34:50.280663Z,43,"[{""start"":0,""end"":3,""text"":""Vợt"",""labels"":[""PROUCT_TYPE""]},{""start"":4,""end"":22,""text"":""Ggem radiation 5.0"",""labels"":[""PROUCT_NAME""]},{""start"":38,""end"":45,""text"":""1800000"",""labels"":[""PRICE""]},{""start"":53,""end"":56,""text"":""HCM"",""labels"":[""LOCATION""]}]",16.031,"Vợt_Ggem radiation 5.0 98% xước dăm . 1800000 . GDTT HCM ( mình có pass tb80 , ai hợp ib )",2026-02-23T14:34:50.280692Z
71,1,2026-02-23T14:35:01.564656Z,44,"[{""start"":8,""end"":20,""text"":""vợt cầu_lông"",""labels"":[""PROUCT_TYPE""]},{""start"":21,""end"":30,""text"":""77pro 3u6"",""labels"":[""PROUCT_NAME""]},{""start"":35,""end"":42,""text"":""3500000"",""labels"":[""PRICE""]},{""start"":52,""end"":60,""text"":""Bắc_Ninh"",""labels"":[""LOCATION""]}]",10.086,Cần bay vợt cầu_lông 77pro 3u6 99% 3500000 GDTT Tại Bắc_Ninh mời ae,2026-02-23T14:35:01.564675Z
